house_type,room_count,house_size,location,city,latitude,longitude,num_bathrooms,num_balconies,security_deposit,status,price
Apartment ,3 BHK,1420.0,Karampura,Delhi,28.66576004,77.15023041,3.0,0.0,<=100k,Semi-Furnished,47000
Apartment ,2 BHK,900.0,Andheri West,Mumbai,19.12229729,72.82559204,2.0,0.0,0,Unfurnished,60000
,4 BHK,5896.0,Greater Kailash II,Delhi,28.53174019,77.24913788,4.0,2.0,,Unfurnished,301011
,1 BHK,654.0,Wagholi,Pune,18.58896446,73.98583984,1.0,1.0,<=100k,Unfurnished,9500
Apartment ,3 BHK,2000.0,Sector 10 Dwarka,Delhi,28.58795738,77.05847168,3.0,0.0,0,Semi-Furnished,38000
Independent Floor ,3 BHK,900.0,Shalimar Bagh,Delhi,28.71339226,77.15860748,2.0,0.0,,Semi-Furnished,30000
Independent Floor ,3 BHK,3000.0,Defence Colony,Delhi,28.57420349,77.23339844,3.0,0.0,0,Semi-Furnished,110000
Villa ,5 BHK,5896.0,Aurungzeb Road,Delhi,28.60279655,77.21968079,4.0,2.0,>100k,Unfurnished,1102011
Independent Floor ,3 BHK,2856.0,Greater Kailash II,Delhi,28.53174019,77.24913788,3.0,2.0,>100k,Unfurnished,301012
Apartment ,2 BHK,992.0,Dhanori,Pune,18.59800339,73.90225983,,0.0,<=100k,Unfurnished,23000
Apartment ,3 BHK,1690.0,Andheri East,Mumbai,19.1108036,72.87134552,3.0,0.0,0,Semi-Furnished,150000
Apartment ,1 BHK,710.0,Kalamboli,Mumbai,19.04022598,73.09493256,2.0,0.0,0,Unfurnished,12000
Apartment ,3 BHK,1200.0,Malad West,Mumbai,19.1969471,72.83693695,3.0,0.0,0,Unfurnished,72000
Independent House ,5 BHK,6521.0,Maharani Bagh,Delhi,28.57262039,77.26422119,4.0,2.0,>100k,Unfurnished,704101
Apartment ,1 BHK,750.0,Pimple Saudagar,Pune,18.59486961,73.79818726,1.0,0.0,<=100k,Unfurnished,18000
Apartment ,2 BHK,1115.0,Kharghar,Mumbai,19.06895256,73.08503723,1.0,0.0,0,Semi-Furnished,25000
Apartment ,2 BHK,1400.0,Viman Nagar,Pune,18.56401825,73.92030334,2.0,0.0,0,Semi-Furnished,37000
Apartment ,2 BHK,1750.0,Mundhwa,Pune,18.53190613,73.9287796,2.0,0.0,0,Furnished,29000
Independent Floor ,5 BHK,7589.0,Maharani Bagh,Delhi,28.57262039,77.26422119,5.0,5.0,>100k,Unfurnished,401012
Apartment ,3 BHK,1350.0,IP Extension,Delhi,28.62976646,77.30672455,2.0,2.0,<=100k,Semi-Furnished,30000
Apartment ,3 BHK,1250.0,Goregaon East,Mumbai,19.17053223,72.86499023,3.0,0.0,0,Furnished,80000
Apartment ,2 BHK,1500.0,Kharghar,Mumbai,19.03841209,73.07059479,,0.0,0,Furnished,39000
Independent Floor ,1 BHK,1200.0,Green Park Extension,Delhi,28.55550957,77.20198822,1.0,0.0,0,Furnished,50000
Apartment ,1 BHK,572.0,Borivali East,Mumbai,19.22131157,72.85739899,1.0,0.0,<=100k,Unfurnished,35000
Independent Floor ,3 BHK,2856.0,Vasant Vihar,Delhi,28.55739021,77.15714264,3.0,2.0,>100k,Unfurnished,235592
Apartment ,1 BHK,550.0,Andheri West,Mumbai,19.14537239,72.82387543,1.0,0.0,0,Furnished,50000
Villa ,5 BHK,6521.0,Chattarpur,Delhi,28.49946976,77.19647217,4.0,2.0,>100k,Unfurnished,548181
Independent Floor ,3 BHK,2925.0,Defence Colony,Delhi,28.57263374,77.23251343,3.0,0.0,0,Semi-Furnished,100000
Apartment ,2 BHK,1260.0,Ghansoli,Mumbai,19.12588501,72.99964142,2.0,4.0,>100k,Unfurnished,47000
Apartment ,2 BHK,,Wadala,Mumbai,19.03731155,72.87870789,2.0,0.0,0,Unfurnished,79100
Studio Apartment ,1 RK,330.0,Borivali East,Mumbai,19.22686195,72.86437988,1.0,1.0,<=100k,Semi-Furnished,15000
Apartment ,2 BHK,950.0,Malad West,Mumbai,19.18606567,72.83448792,2.0,0.0,0,Unfurnished,55000
Apartment ,3 BHK,1200.0,Ville Parle East,Mumbai,19.0951004,72.8605957,3.0,0.0,0,Unfurnished,120000
Apartment ,2 BHK,810.0,Bandra West,Mumbai,19.05635643,72.8288269,2.0,0.0,0,Semi-Furnished,110000
Apartment ,2 BHK,1000.0,Santacruz West,Mumbai,19.08087349,72.83625031,2.0,0.0,>100k,Furnished,90000
Independent House ,3 BHK,1400.0,Mayur Vihar II,Delhi,28.6170063,77.29906464,2.0,1.0,<=100k,Semi-Furnished,35000
,3 BHK,,Vasant Vihar,Delhi,28.55739021,77.15714264,3.0,2.0,>100k,Unfurnished,301022
Apartment ,2 BHK,,Powai,Mumbai,19.11178398,72.89842987,2.0,0.0,,Furnished,85000
Apartment ,2 BHK,1079.0,Balewadi,Pune,18.57922935,73.76403046,2.0,1.0,<=100k,Unfurnished,20000
Apartment ,1 BHK,550.0,Kalyan West,Mumbai,19.25697136,73.12395477,1.0,0.0,0,Unfurnished,11000
Independent Floor ,3 BHK,2500.0,Defence Colony,Delhi,28.57263374,77.23251343,3.0,0.0,0,Semi-Furnished,100000
Independent Floor ,3 BHK,1600.0,Anand Niketan,Delhi,28.57889748,77.1645813,4.0,0.0,0,Semi-Furnished,125000
Apartment ,2 BHK,980.0,Wagholi,Pune,18.57419014,73.99902344,2.0,2.0,<=100k,Unfurnished,12500
Independent Floor ,4 BHK,5896.0,Golf Links,Delhi,28.59763908,77.23332977,4.0,2.0,>100k,Unfurnished,301012
Apartment ,2 BHK,1050.0,Lohegaon,Pune,18.60578346,73.91027069,2.0,0.0,0,Semi-Furnished,23000
Apartment ,2 BHK,985.0,Wagholi,Pune,18.58987427,74.01211548,2.0,2.0,<=100k,Semi-Furnished,16000
Apartment ,2 BHK,1000.0,Andheri West,Mumbai,19.12828255,72.81748962,2.0,0.0,0,Furnished,55000
Villa ,5 BHK,6521.0,Malcha Marg,Delhi,28.60173035,77.18534088,4.0,2.0,>100k,Unfurnished,1418182
,2 BHK,1019.0,Kanjurmarg East,Mumbai,19.13225174,72.93518829,2.0,0.0,0,Furnished,34000
Independent Floor ,3 BHK,2856.0,Navjeevan Vihar,Delhi,28.53347588,77.19955444,3.0,3.0,>100k,Unfurnished,301012
Apartment ,2 BHK,945.0,Wagholi,Pune,18.58708954,74.01047516,2.0,2.0,<=100k,Unfurnished,12000
Apartment ,2 BHK,963.0,Wagholi,Pune,18.58803177,73.96559143,2.0,2.0,<=100k,Unfurnished,12500
Independent Floor ,4 BHK,5562.0,Safdarjung Enclave,Delhi,28.56125832,77.19052124,4.0,2.0,>100k,Unfurnished,235562
Independent Floor ,2 BHK,630.0,Dashrath Puri,Delhi,28.60668373,77.0828476,2.0,0.0,0,Semi-Furnished,13000
Apartment ,1 BHK,,Chattarpur,Delhi,28.49385643,77.18325043,2.0,0.0,0,Unfurnished,11000
Apartment ,2 BHK,950.0,Santacruz East,Mumbai,19.07924843,72.853508,2.0,0.0,0,Furnished,65000
Apartment ,2 BHK,700.0,Bhandup East,Mumbai,19.14496231,72.94623566,1.0,0.0,0,Semi-Furnished,32000
Independent House ,5 BHK,6521.0,Panchsheel Park,Delhi,28.54154015,77.21611786,,2.0,>100k,Unfurnished,546195
Apartment ,2 BHK,987.0,Wagholi,Pune,18.5717144,73.97583771,2.0,2.0,<=100k,Semi-Furnished,13000
Independent Floor ,2 BHK,1500.0,Sarvpriya Vihar,Delhi,28.5420208,77.20693207,,0.0,0,Semi-Furnished,45000
Apartment ,2 BHK,995.0,Wagholi,Pune,18.58470154,74.00345612,2.0,2.0,<=100k,Semi-Furnished,13000
,3 BHK,1600.0,Kirti Nagar,Delhi,28.64817238,77.14144897,3.0,0.0,0,Furnished,45000
Apartment ,2 BHK,1045.0,Baner,Pune,18.56719208,73.78601074,2.0,2.0,<=100k,Semi-Furnished,21000
Apartment ,2 BHK,950.0,Lower Parel,Mumbai,18.98930359,72.83166504,2.0,0.0,0,Semi-Furnished,175000
,2 BHK,1103.0,Lohegaon,Pune,18.62320328,73.91668701,2.0,0.0,,Semi-Furnished,21000
Independent Floor ,3 BHK,2856.0,Anand Niketan,Delhi,28.57893944,77.16504669,3.0,2.0,>100k,Unfurnished,401010
Independent Floor ,3 BHK,2856.0,New Friends Colony,Delhi,28.56705093,77.27355957,4.0,2.0,>100k,Unfurnished,301012
,2 BHK,1200.0,Wakad,Pune,18.59722519,73.77924347,2.0,0.0,<=100k,Unfurnished,23000
Independent Floor ,5 BHK,6251.0,Gulmohar park,Delhi,28.55765915,77.21248627,,2.0,>100k,Unfurnished,325461
Independent Floor ,1 BHK,450.0,Wagholi,Pune,18.59469986,73.99736023,1.0,0.0,0,Unfurnished,8500
Apartment ,1 BHK,680.0,Ulwe,Mumbai,18.97845078,73.04993439,1.0,0.0,0,Semi-Furnished,9000
Apartment ,2 BHK,600.0,Ghatkopar West,Mumbai,19.10175705,72.91075134,1.0,0.0,0,Semi-Furnished,35000
Apartment ,2 BHK,600.0,Vasai,Mumbai,19.40745163,72.82662964,4.0,0.0,0,Semi-Furnished,13000
Apartment ,2 BHK,970.0,Seawoods,Mumbai,19.01479912,73.02328491,2.0,0.0,0,Semi-Furnished,59000
Apartment ,2 BHK,950.0,Santacruz East,Mumbai,19.08519363,72.84516144,2.0,0.0,0,Unfurnished,65000
Apartment ,3 BHK,1300.0,Andheri West,Mumbai,19.13804436,72.82541656,3.0,0.0,0,Furnished,120000
Apartment ,2 BHK,968.0,Goregaon West,Mumbai,19.15411758,72.84352112,2.0,0.0,0,Semi-Furnished,76001
Apartment ,3 BHK,1487.0,Andheri West,Mumbai,19.1305542,72.82857513,3.0,4.0,>100k,Furnished,140000
Apartment ,1 BHK,635.0,Borivali West,Mumbai,19.22370911,72.84122467,1.0,0.0,0,Semi-Furnished,24000
Independent House ,4 BHK,5896.0,Vasant Kunj,Delhi,28.52631378,77.14366913,4.0,2.0,>100k,Unfurnished,341010
Villa ,4 BHK,5896.0,Green Park,Delhi,28.55761909,77.20458984,4.0,2.0,>100k,Unfurnished,401015
Apartment ,2 BHK,1000.0,Hinjewadi,Pune,18.58396339,73.69768524,2.0,0.0,0,Semi-Furnished,17000
Apartment ,2 BHK,1060.0,Mulund West,Mumbai,19.15857124,72.94791412,2.0,0.0,,Semi-Furnished,39000
Apartment ,2 BHK,800.0,Santacruz East,Mumbai,19.0793705,72.85626221,,0.0,0,Furnished,65000
Apartment ,3 BHK,,Vikas Nagar,Pune,18.66720581,73.72828674,3.0,1.0,<=100k,Furnished,25000
,2 BHK,1050.0,Andheri West,Mumbai,19.12297821,72.83952332,,0.0,0,Furnished,75000
Apartment ,1 BHK,607.0,Wagholi,Pune,18.59058952,73.99626923,2.0,0.0,<=100k,Unfurnished,11000
Independent Floor ,4 BHK,5896.0,Saket,Delhi,28.52354813,77.20014191,4.0,2.0,>100k,Unfurnished,301022
Apartment ,1 BHK,900.0,Sheikh Sarai,Delhi,28.53419876,77.21559143,1.0,0.0,0,Semi-Furnished,12500
Independent Floor ,2 BHK,680.0,Uttam Nagar west,Delhi,28.62127113,77.06132507,2.0,2.0,<=100k,Semi-Furnished,9800
Apartment ,1 BHK,635.0,Kalyan West,Mumbai,19.24791908,73.15251923,2.0,0.0,0,Furnished,15000
Apartment ,1 BHK,700.0,Kharghar,Mumbai,19.04318047,73.0664978,2.0,0.0,0,Semi-Furnished,21000
Apartment ,2 BHK,850.0,Bhandup West,Mumbai,19.15442848,72.93182373,2.0,0.0,0,Furnished,45000
Independent Floor ,4 BHK,3150.0,Green Park Extension,Delhi,28.55907249,77.20407104,4.0,0.0,,Semi-Furnished,165000
,4 BHK,5896.0,Anand Niketan,Delhi,28.57893944,77.16504669,4.0,2.0,>100k,Unfurnished,401012
Apartment ,1 BHK,700.0,Airoli,Mumbai,19.15793419,72.99347687,,0.0,0,Semi-Furnished,23000
Apartment ,1 BHK,545.0,Vasai,Mumbai,19.40745163,72.82662964,1.0,0.0,0,Semi-Furnished,9000
Independent Floor ,3 BHK,2856.0,Sarvodaya Enclave,Delhi,28.5376606,77.20207214,3.0,2.0,>100k,Unfurnished,201202
Apartment ,1 BHK,500.0,Pimple Gurav,Pune,18.59098053,73.81969452,1.0,0.0,0,Semi-Furnished,8000
Independent Floor ,2 BHK,540.0,Sagar Pur,Delhi,28.60399246,77.10236359,2.0,0.0,0,Semi-Furnished,12000
Apartment ,2 BHK,800.0,Andheri West,Mumbai,19.13183212,72.83072662,2.0,0.0,>100k,Semi-Furnished,75000
Apartment ,1 BHK,538.0,Kharadi,Pune,18.54776955,73.94429016,1.0,2.0,<=100k,Semi-Furnished,20000
Apartment ,3 BHK,1500.0,NIBM Annex Mohammadwadi,Pune,18.46670341,73.90796661,3.0,2.0,>100k,Furnished,65000
Apartment ,3 BHK,1358.0,Dhayari,Pune,18.45800209,73.78517914,3.0,1.0,<=100k,Unfurnished,17000
Apartment ,1 BHK,588.0,Aundh,Pune,18.5617733,73.80363464,1.0,0.0,<=100k,Unfurnished,15000
Apartment ,2 BHK,1026.0,Wakad,Pune,18.60108376,73.77476501,2.0,0.0,0,Semi-Furnished,18500
Independent Floor ,2 BHK,550.0,Shastri Nagar,Delhi,28.67461967,77.18017578,2.0,0.0,0,Furnished,20000
Independent Floor ,3 BHK,1953.0,Chittaranjan Park,Delhi,28.54078484,77.24668121,,0.0,0,Unfurnished,100000
Apartment ,2 BHK,900.0,Moshi,Pune,18.68356895,73.83739471,2.0,2.0,<=100k,Semi-Furnished,16500
Apartment ,2 BHK,950.0,Malad West,Mumbai,19.17469406,72.8384552,2.0,0.0,0,Unfurnished,50000
Independent Floor ,3 BHK,2856.0,Anand Niketan,Delhi,28.57893944,77.16504669,3.0,2.0,>100k,Unfurnished,301012
Independent Floor ,4 BHK,2700.0,Rajouri Garden,Delhi,28.64152908,77.12091064,4.0,0.0,,Semi-Furnished,65000
Independent House ,4 BHK,6521.0,Sainik Farm,Delhi,28.50527763,77.20741272,4.0,2.0,>100k,Unfurnished,504015
Apartment ,2 BHK,951.0,Wagholi,Pune,18.58126259,73.98873901,2.0,2.0,<=100k,Unfurnished,12000
Apartment ,2 BHK,950.0,Hadapsar,Pune,18.51783943,73.91490936,2.0,0.0,0,Semi-Furnished,16000
Apartment ,1 BHK,550.0,Andheri West,Mumbai,19.12750053,72.81898499,1.0,0.0,0,Semi-Furnished,48000
Apartment ,1 BHK,665.0,Andheri East,Mumbai,19.11436844,72.884758,1.0,0.0,0,Semi-Furnished,47000
Independent Floor ,4 BHK,5896.0,Defence Colony,Delhi,28.57183075,77.23332977,4.0,2.0,>100k,Unfurnished,301012
Villa ,4 BHK,5896.0,Sarvpriya Vihar,Delhi,28.54276657,77.20674133,4.0,2.0,>100k,Unfurnished,504012
Apartment ,4 BHK,2200.0,Sector 12 Dwarka,Delhi,28.59571075,77.04241943,2.0,0.0,0,Semi-Furnished,45000
Apartment ,2 BHK,1000.0,NIBM Annex Mohammadwadi,Pune,18.46458817,73.90461731,2.0,1.0,<=100k,Furnished,30000
Apartment ,2 BHK,1133.0,Kharghar,Mumbai,19.0697422,73.07112122,2.0,0.0,<=100k,Unfurnished,25000
Apartment ,2 BHK,815.0,Wagholi,Pune,18.56959343,73.95823669,2.0,0.0,<=100k,Unfurnished,16000
Independent Floor ,3 BHK,2856.0,Safdarjung Enclave,Delhi,28.56125832,77.19052124,3.0,2.0,>100k,Unfurnished,301102
Apartment ,2 BHK,830.0,Bhandup West,Mumbai,19.15110016,72.94132233,,0.0,0,Furnished,31000
Apartment ,2 BHK,960.0,Dombivali,Mumbai,19.22002983,73.09614563,,0.0,,Semi-Furnished,15000
Villa ,5 BHK,6521.0,Amrita Shergill Marg,Delhi,28.5969677,77.22038269,4.0,2.0,,Unfurnished,1201010
Apartment ,2 BHK,1080.0,Lohegaon,Pune,18.6112957,73.9065094,1.0,1.0,<=100k,Unfurnished,22000
Apartment ,3 BHK,1690.0,Andheri East,Mumbai,19.1108036,72.87134552,3.0,0.0,0,Semi-Furnished,142300
Apartment ,1 BHK,526.0,Goregaon East,Mumbai,19.1560955,72.88613892,1.0,0.0,0,Furnished,16000
Independent Floor ,4 BHK,2700.0,Greater kailash 1,Delhi,28.55195999,77.23581696,4.0,0.0,0,Semi-Furnished,180000
Apartment ,1 BHK,700.0,Worli,Mumbai,19.00169182,72.818573,1.0,0.0,0,Furnished,60000
Independent Floor ,5 BHK,5896.0,Shanti Niketan,Delhi,28.57792091,77.16937256,4.0,2.0,,Unfurnished,301202
Independent Floor ,3 BHK,1800.0,Malviya Nagar,Delhi,28.53393173,77.20658875,3.0,0.0,0,Semi-Furnished,71000
Apartment ,3 BHK,1500.0,Pashan,Pune,18.53783989,73.7929306,3.0,0.0,0,Furnished,55000
,3 BHK,1700.0,Rajouri Garden,Delhi,28.64152908,77.12091064,3.0,0.0,,Semi-Furnished,31000
Apartment ,3 BHK,2200.0,Sector 6 Dwarka,Delhi,28.59419632,77.06415558,2.0,0.0,0,Semi-Furnished,42000
Independent Floor ,5 BHK,6521.0,Uday Park,Delhi,28.56010056,77.2193222,4.0,2.0,>100k,Unfurnished,301012
Independent Floor ,3 BHK,2856.0,Greater kailash 1,Delhi,28.55175018,77.23332977,3.0,3.0,>100k,Unfurnished,381012
Apartment ,2 BHK,1200.0,Chembur,Mumbai,19.05176926,72.87854004,2.0,0.0,,Semi-Furnished,55000
Apartment ,1 BHK,550.0,Dadar West,Mumbai,19.0198555,72.83912659,,0.0,0,Semi-Furnished,60000
Apartment ,1 BHK,550.0,Thane West,Mumbai,19.25627136,72.97373962,2.0,0.0,,Semi-Furnished,15000
Apartment ,2 BHK,1111.0,Colaba,Mumbai,18.91612053,72.82676697,2.0,0.0,0,Furnished,145000
Independent Floor ,4 BHK,5891.0,Golf Links,Delhi,28.59763908,77.23332977,4.0,2.0,>100k,Unfurnished,401100
,3 BHK,2852.0,Green Park,Delhi,28.55761909,77.20458984,3.0,3.0,>100k,Unfurnished,308521
,2 BHK,1000.0,Prakash Mohalla Amritpuri,Delhi,28.55724716,77.24999237,1.0,0.0,<=100k,Unfurnished,20000
Apartment ,2 BHK,934.0,Andheri West,Mumbai,19.12999153,72.83300781,2.0,2.0,>100k,Furnished,75000
Independent Floor ,4 BHK,5896.0,Anand Niketan,Delhi,28.57893944,77.16504669,4.0,2.0,>100k,Unfurnished,325652
Apartment ,3 BHK,846.0,Bavdhan,Pune,18.51424217,73.77316284,3.0,1.0,<=100k,Semi-Furnished,22000
Apartment ,1 BHK,750.0,Andheri West,Mumbai,19.13073921,72.81913757,1.0,0.0,,Furnished,38000
Apartment ,2 BHK,1350.0,Koper Khairane,Mumbai,19.10673523,73.01082611,2.0,0.0,0,Semi-Furnished,55000
Apartment ,2 BHK,1100.0,Andheri East,Mumbai,19.11678123,72.88955688,2.0,0.0,0,Furnished,70000
Apartment ,3 BHK,1170.0,Wagholi,Pune,18.5932312,73.96865082,3.0,0.0,<=100k,Semi-Furnished,30000
Independent Floor ,3 BHK,1500.0,Vasant Kunj,Delhi,28.51620483,77.15252686,3.0,0.0,0,Semi-Furnished,70000
Independent Floor ,3 BHK,2856.0,Greater kailash 1,Delhi,28.55175018,77.23332977,3.0,2.0,,Unfurnished,301012
Villa ,4 BHK,5896.0,Vasant Vihar,Delhi,28.55739021,77.15714264,4.0,2.0,>100k,Unfurnished,604101
Independent House ,4 BHK,3500.0,Thane West,Mumbai,19.26469803,72.97274017,4.0,0.0,0,Furnished,125000
Apartment ,1 BHK,434.0,Dombivali,Mumbai,19.21064949,73.09201813,1.0,0.0,<=100k,Unfurnished,5500
Apartment ,2 BHK,950.0,Hinjewadi,Pune,18.57841873,73.68244171,2.0,0.0,0,Furnished,27550
Apartment ,1 BHK,654.0,Wagholi,Pune,18.58435822,73.97000122,1.0,1.0,,Unfurnished,10000
Apartment ,1 BHK,650.0,Borivali East,Mumbai,19.21999931,72.86000061,2.0,0.0,<=100k,Unfurnished,30000
Apartment ,3 BHK,1050.0,Bhandup West,Mumbai,19.15668869,72.938591,3.0,0.0,0,Unfurnished,70000
Apartment ,2 BHK,780.0,Chattarpur,Delhi,28.49751854,77.17887115,2.0,0.0,0,Furnished,27000
,2 BHK,1000.0,NIBM,Pune,18.47689629,73.89581299,2.0,1.0,<=100k,Unfurnished,35000
Apartment ,3 BHK,1342.0,Goregaon West,Mumbai,19.16894722,72.84313965,3.0,0.0,>100k,Unfurnished,90000
Villa ,5 BHK,6521.0,Jor bagh,Delhi,28.67728996,77.15930176,4.0,2.0,>100k,Unfurnished,1211222
Apartment ,1 BHK,580.0,Mundhwa,Pune,18.52750397,73.96342468,1.0,0.0,<=100k,Unfurnished,8000
Apartment ,2 BHK,1050.0,Powai,Mumbai,19.1135807,72.90979004,2.0,0.0,0,Semi-Furnished,67000
Apartment ,3 BHK,1157.0,Wagholi,Pune,18.5841217,74.02622223,,2.0,<=100k,Furnished,30000
Villa ,5 BHK,8521.0,Sunder Nagar,Delhi,28.61843681,76.96178436,4.0,2.0,>100k,Unfurnished,1162992
,3 BHK,1800.0,AGCR Enclave,Delhi,28.65283585,77.30594635,3.0,0.0,0,Semi-Furnished,42000
Apartment ,2 BHK,850.0,Kalyan West,Mumbai,19.25814056,73.13052368,2.0,0.0,0,Semi-Furnished,17000
Apartment ,2 BHK,1200.0,Balewadi,Pune,18.57930565,73.77367401,2.0,2.0,<=100k,Semi-Furnished,24500
Studio Apartment ,1 RK,400.0,Nigdi,Pune,18.6579895,73.77426147,1.0,1.0,<=100k,Semi-Furnished,8500
Apartment ,2 BHK,980.0,Goregaon West,Mumbai,19.15413857,72.84342194,2.0,0.0,0,Semi-Furnished,72000
Apartment ,2 BHK,858.0,Wagholi,Pune,18.589571,74.00563812,,0.0,<=100k,Unfurnished,13500
Independent Floor ,5 BHK,6521.0,Vasant Vihar,Delhi,28.55739021,77.15714264,,2.0,>100k,Unfurnished,401105
Apartment ,2 BHK,774.0,Dombivali,Mumbai,19.17331696,73.07020569,2.0,0.0,0,Unfurnished,12000
Villa ,4 BHK,5852.0,Saket,Delhi,28.52354813,77.20014191,4.0,2.0,>100k,Unfurnished,408545
Apartment ,2 BHK,800.0,Malad East,Mumbai,19.17455292,72.86763763,2.0,0.0,0,Semi-Furnished,56000
,1 BHK,610.0,Andheri East,Mumbai,19.11567116,72.88295746,,0.0,0,Furnished,45000
Apartment ,3 BHK,1600.0,Juhu,Mumbai,19.1133461,72.83358002,3.0,0.0,,Furnished,125000
Apartment ,1 BHK,550.0,MATUNGA WEST,Mumbai,19.02820587,72.84375763,2.0,0.0,0,Unfurnished,40000
Apartment ,3 BHK,1248.0,Mulund West,Mumbai,19.15857124,72.94791412,2.0,0.0,0,Semi-Furnished,42000
Independent Floor ,2 BHK,,Dwarka Mor,Delhi,28.62432671,77.02622986,1.0,0.0,0,Semi-Furnished,6500
Apartment ,1 BHK,650.0,Bhayandar East,Mumbai,19.2720871,72.88573456,2.0,0.0,0,Semi-Furnished,18000
Apartment ,3 BHK,1400.0,Khar West,Mumbai,19.06879044,72.82737732,3.0,0.0,>100k,Semi-Furnished,145000
,2 BHK,1000.0,Pradhikaran Nigdi,Pune,18.52046967,73.85662079,2.0,2.0,<=100k,Semi-Furnished,18000
Apartment ,2 BHK,780.0,Santacruz East,Mumbai,19.0793705,72.85626221,2.0,0.0,0,Furnished,45000
Apartment ,1 BHK,702.0,Gahunje,Pune,18.66266441,73.7066803,1.0,0.0,<=100k,Furnished,25900
Apartment ,2 BHK,1250.0,Kharghar,Mumbai,19.04444313,73.0790863,2.0,0.0,0,Unfurnished,28500
Apartment ,2 BHK,1100.0,Kharghar,Mumbai,19.07053185,73.08592987,2.0,0.0,0,Unfurnished,25000
Independent Floor ,4 BHK,6251.0,Green Park,Delhi,28.55761909,77.20458984,4.0,2.0,>100k,Unfurnished,235592
Apartment ,2 BHK,900.0,Hadapsar,Pune,18.48542213,73.93516541,,2.0,<=100k,Semi-Furnished,14000
Apartment ,3 BHK,,NIBM Annex Mohammadwadi,Pune,18.46458817,73.90461731,3.0,1.0,<=100k,Unfurnished,30000
Apartment ,2 BHK,1110.0,Wakad,Pune,18.60108376,73.77476501,2.0,0.0,<=100k,Furnished,22000
Apartment ,1 BHK,365.0,Karampura,Delhi,28.665308,77.15024567,1.0,0.0,0,Furnished,25000
Apartment ,2 BHK,965.0,Dhanori,Pune,18.59893608,73.90194702,2.0,0.0,0,Semi-Furnished,22400
Apartment ,1 BHK,610.0,Kurla,Mumbai,19.05685806,72.88703918,2.0,0.0,0,Unfurnished,43000
Independent Floor ,3 BHK,3000.0,Defence Colony,Delhi,28.57388115,77.2337265,3.0,0.0,0,Semi-Furnished,120000
Apartment ,2 BHK,987.0,Wagholi,Pune,18.58896446,73.98583984,2.0,2.0,<=100k,Unfurnished,12000
Independent House ,5 BHK,5896.0,Sunder Nagar,Delhi,28.61843681,76.96178436,4.0,2.0,>100k,Unfurnished,1010201
Apartment ,2 BHK,600.0,Malad West,Mumbai,19.18503952,72.81951141,2.0,0.0,0,Furnished,52000
Apartment ,2 BHK,845.0,Borivali East,Mumbai,19.22255325,72.85861969,2.0,0.0,>100k,Unfurnished,40000
Apartment ,1 BHK,695.0,Dombivali East,Mumbai,19.20380211,73.09098053,1.0,0.0,,Semi-Furnished,10000
Apartment ,1 BHK,730.0,Ulwe,Mumbai,18.97347641,73.02910614,2.0,0.0,0,Unfurnished,10000
Apartment ,2 BHK,950.0,Mira Road East,Mumbai,19.28744507,72.87618256,2.0,0.0,0,Furnished,38000
Independent Floor ,5 BHK,6251.0,Anand Niketan,Delhi,28.57893944,77.16504669,4.0,2.0,>100k,Unfurnished,362126
Apartment ,2 BHK,910.0,Dombivali,Mumbai,19.22271729,73.10041809,2.0,0.0,0,Semi-Furnished,20000
,4 BHK,5896.0,Sunder Nagar,Delhi,28.61843681,76.96178436,4.0,2.0,>100k,Unfurnished,362262
Apartment ,2 BHK,750.0,Malad West,Mumbai,19.20543861,72.82376862,2.0,0.0,0,Unfurnished,75000
Apartment ,1 BHK,367.0,Karampura,Delhi,28.66576004,77.15023041,,0.0,0,Semi-Furnished,17000
,1 BHK,550.0,Sheikh Sarai,Delhi,28.53427887,77.20841217,1.0,1.0,<=100k,Semi-Furnished,16000
Villa ,5 BHK,6521.0,Sainik Farm,Delhi,28.50527763,77.20741272,4.0,2.0,>100k,Unfurnished,549419
Apartment ,2 BHK,755.0,Thane West,Mumbai,19.22405052,72.96396637,2.0,0.0,0,Furnished,33000
Apartment ,2 BHK,1000.0,Undri,Pune,18.45152092,73.91368866,2.0,1.0,<=100k,Unfurnished,18000
Apartment ,2 BHK,815.0,Wagholi,Pune,18.56959343,73.95823669,,0.0,<=100k,Semi-Furnished,15000
Independent Floor ,1 BHK,750.0,Rajouri Garden,Delhi,28.64152908,77.12091064,1.0,0.0,0,Furnished,25000
,3 BHK,1700.0,Sector 22 Dwarka,Delhi,28.56202507,77.05808258,3.0,0.0,0,Semi-Furnished,45000
Apartment ,2 BHK,850.0,Dombivali,Mumbai,19.16901779,73.11309052,2.0,0.0,0,Unfurnished,8500
Apartment ,2 BHK,1400.0,Wadala,Mumbai,19.0335331,72.8691864,2.0,0.0,0,Furnished,110000
Apartment ,3 BHK,1010.0,Uttam Nagar,Delhi,28.61942291,77.0539093,2.0,0.0,0,Semi-Furnished,18000
Apartment ,1 BHK,315.0,Thane West,Mumbai,19.21181679,72.98913574,2.0,0.0,,Unfurnished,20000
Villa ,5 BHK,6521.0,Golf Links,Delhi,28.59763908,77.23332977,4.0,2.0,>100k,Unfurnished,2010101
Apartment ,2 BHK,1050.0,Kamothe,Mumbai,19.02604675,73.09063721,2.0,0.0,0,Unfurnished,21000
